
11986,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3008974
12111,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3008974
12490,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30091268
12994,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30197585
13119,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30197585
13245,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30197585
13371,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30197585
13499,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30227438
14003,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30227914
14507,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30262575
15012,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027231
15104,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027231
15137,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027231
15230,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027231
15263,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027231
15389,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027231
15516,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3027246
16020,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30283773
16302,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30283773
16491,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30283773
16525,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30286953
16902,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30286953
17029,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30287
17154,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30287
17532,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.302907
18038,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3029174
18541,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30291754
18676,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30291754
18793,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30291754
18919,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30291754
19046,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30292964
19180,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30292964
19292,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30292964
19392,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30292964
19454,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30292964
19519,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30293307
19612,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30293307
19644,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30293307
19675,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30293307
19801,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30293307
19896,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.30293307
20023,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3029331
20148,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3029331
20275,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3029331
20401,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3029331
20528,0.0121767465,0.07669953,0.210343,0.36575928,0.37262124,0.36534816,0.3029371
21032,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029382
21536,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30293822
21915,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30293822
22041,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029395
22134,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029395
22167,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029395
22296,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029395
22419,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029395
22545,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
22671,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
22797,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
22923,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
23049,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
23175,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
23310,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
23436,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
23528,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029399
23562,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029403
23687,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029403
23822,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029403
23947,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.3029403
24074,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294043
24578,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294046
24891,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294046
25083,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294058
25209,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294058
25334,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294058
25461,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294058
25587,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
25964,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26091,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26216,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26247,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26342,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26405,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26469,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294064
26596,0.036124893,0.094686486,0.22943287,0.37769324,0.49992895,0.7385522,0.30294067
